year,league,category,text
2015,American League,table_2,Complete Games | Mark Buehrle | Toronto | 4
2015,American League,table_2,ERA | David Price | Detroit / Toronto | 2.45
2015,American League,table_2,Games | Kevin Jepsen | Tampa Bay / Minnesota | 75
2015,American League,table_2,Saves | Brad Boxberger | Tampa Bay | 41
2015,American League,table_2,Shutouts | Sonny Gray | Oakland | 2
2015,American League,table_2,Strikeouts | Chris Sale | Chicago | 274
2015,American League,table_2,Winning Percentage | David Price | Detroit / Toronto | .783
2015,American League,table_2,Wins | Dallas Keuchel | Houston | 20
