year,league,category,text
2013,American League,table_2,Complete Games | David Price | Tampa Bay | 4
2013,American League,table_2,ERA | Anibal Sanchez | Detroit | 2.57
2013,American League,table_2,Games | Joel Peralta | Tampa Bay | 80
2013,American League,table_2,Saves | Jim Johnson | Baltimore | 50
2013,American League,table_2,Shutouts | Bartolo Colon | Oakland | 3
2013,American League,table_2,Strikeouts | Yu Darvish | Texas | 277
2013,American League,table_2,Winning Percentage | Max Scherzer | Detroit | .875
2013,American League,table_2,Wins | Max Scherzer | Detroit | 21
