year,league,category,text
1912,American League,table_2,Complete Games | Smoky Joe Wood | Boston | 35
1912,American League,table_2,ERA | Walter Johnson | Washington | 1.39
1912,American League,table_2,Games | Ed Walsh | Chicago | 62
1912,American League,table_2,Saves | Ed Walsh | Chicago | 10
1912,American League,table_2,Shutouts | Smoky Joe Wood | Boston | 10
1912,American League,table_2,Strikeouts | Walter Johnson | Washington | 303
1912,American League,table_2,Winning Percentage | Smoky Joe Wood | Boston | .872
1912,American League,table_2,Wins | Smoky Joe Wood | Boston | 34
1912,American League,table_5,Complete Games | Boston | 108
1912,American League,table_5,ERA | Washington | 2.69
1912,American League,table_5,"Fewest Hits Allowed | Washington | 1,219"
1912,American League,table_5,Fewest Home Runs Allowed | Philadelphia | 12
1912,American League,table_5,Fewest Walks Allowed | Boston | 385
1912,American League,table_5,Saves | Chicago | 16
1912,American League,table_5,Shutouts | Boston | 18
1912,American League,table_5,Strikeouts | Washington | 828
