year,league,category,text
1967,American League,table_2,Complete Games | Dean Chance | Minnesota | 18
1967,American League,table_2,ERA | Joe Horlen | Chicago | 2.06
1967,American League,table_2,Games | Bob Locker | Chicago | 77
1967,American League,table_2,Saves | Minnie Rojas | California | 27
1967,American League,table_2,Shutouts | Steve Hargan | Cleveland | 6
1967,American League,table_2,Strikeouts | Jim Lonborg | Boston | 246
1967,American League,table_2,Winning Percentage | Joe Horlen | Chicago | .731
1967,American League,table_2,Wins | Jim Lonborg | Boston | 22
1967,American League,table_5,Complete Games | Minnesota | 58
1967,American League,table_5,ERA | Chicago | 2.45
1967,American League,table_5,"Fewest Hits Allowed | Chicago | 1,197"
1967,American League,table_5,Fewest Home Runs Allowed | Chicago | 87
1967,American League,table_5,Fewest Walks Allowed | Minnesota | 396
1967,American League,table_5,Saves | California | 46
1967,American League,table_5,Shutouts | Chicago | 24
1967,American League,table_5,"Strikeouts | Cleveland | 1,189"
