year,league,category,text
2016,American League,table_2,Complete Games | Chris Sale | Chicago | 6
2016,American League,table_2,ERA | Aaron Sanchez | Toronto | 3.00
2016,American League,table_2,Games | Bryan Shaw | Cleveland | 75
2016,American League,table_2,Saves | Zach Britton | Baltimore | 47
2016,American League,table_2,Shutouts | Corey Kluber | Cleveland | 2
2016,American League,table_2,Strikeouts | Justin Verlander | Detroit | 254
2016,American League,table_2,Winning Percentage | Aaron Sanchez | Toronto | .882
2016,American League,table_2,Wins | Rick Porcello | Boston | 22
