year,league,category,text
1905,American League,table_2,Complete Games | Harry Howell | St. Louis | 35
1905,American League,table_2,ERA | Rube Waddell | Philadelphia | 1.48
1905,American League,table_2,Games | Rube Waddell | Philadelphia | 46
1905,American League,table_2,Saves | Jim Buchanan | St. Louis | 2
1905,American League,table_2,Shutouts | Ed Killian | Detroit | 8
1905,American League,table_2,Strikeouts | Rube Waddell | Philadelphia | 287
1905,American League,table_2,Winning Percentage | Rube Waddell | Philadelphia | .730
1905,American League,table_2,Wins | Rube Waddell | Philadelphia | 27
1905,American League,table_5,Complete Games | Cleveland | 140
1905,American League,table_5,ERA | Chicago | 1.99
1905,American League,table_5,"Fewest Hits Allowed | Philadelphia | 1,137"
1905,American League,table_5,Fewest Home Runs Allowed | Chicago | 11
1905,American League,table_5,Fewest Walks Allowed | Boston | 292
1905,American League,table_5,Saves | New York | 4
1905,American League,table_5,Shutouts | Philadelphia | 19
1905,American League,table_5,Strikeouts | Philadelphia | 895
