year,league,category,text
1928,American League,table_2,Complete Games | Red Ruffing | Boston | 25
1928,American League,table_2,ERA | Garland Braxton | Washington | 2.51
1928,American League,table_2,Games | Firpo Marberry | Washington | 48
1928,American League,table_2,Saves | Waite Hoyt | New York | 8
1928,American League,table_2,Shutouts | Herb Pennock | New York | 5
1928,American League,table_2,Strikeouts | Lefty Grove | Philadelphia | 183
1928,American League,table_2,Winning Percentage | Alvin Crowder | St. Louis | .808
1928,American League,table_2,Wins | Lefty Grove | Philadelphia | 24
1928,American League,table_5,Complete Games | Chicago | 88
1928,American League,table_5,ERA | Philadelphia | 3.37
1928,American League,table_5,"Fewest Hits Allowed | Philadelphia | 1,349"
1928,American League,table_5,Fewest Home Runs Allowed | Washington | 40
1928,American League,table_5,Fewest Walks Allowed | Philadelphia | 424
1928,American League,table_5,Saves | New York | 21
1928,American League,table_5,Shutouts | Philadelphia | 15
1928,American League,table_5,Strikeouts | Philadelphia | 607
