year,league,category,text
1986,National League,table_2,Complete Games | Fernando Valenzuela | Los Angeles | 20
1986,National League,table_2,ERA | Mike Scott | Houston | 2.22
1986,National League,table_2,Games | Craig Lefferts | San Diego | 83
1986,National League,table_2,Saves | Todd Worrell | St. Louis | 36
1986,National League,table_2,Shutouts | Bob Knepper | Houston | 5
1986,National League,table_2,Strikeouts | Mike Scott | Houston | 306
1986,National League,table_2,Winning Percentage | Bob Ojeda | New York | .783
1986,National League,table_2,Wins | Fernando Valenzuela | Los Angeles | 21
1986,National League,table_5,Complete Games | Los Angeles | 35
1986,National League,table_5,ERA | New York | 3.11
1986,National League,table_5,"Fewest Hits Allowed | Houston | 1,203"
1986,National League,table_5,Fewest Home Runs Allowed | New York | 103
1986,National League,table_5,Fewest Walks Allowed | St. Louis | 485
1986,National League,table_5,Saves | Houston | 51
1986,National League,table_5,Shutouts | Houston | 19
1986,National League,table_5,"Strikeouts | Houston | 1,160"
