year,league,category,text
2025,National League,table_2,Complete Games | Nick Lodolo | Cincinnati | 2
2025,National League,table_2,ERA | Paul Skenes | Pittsburgh | 1.97
2025,National League,table_2,Games | Tyler Rogers | San Francisco (53) | 81
2025,National League,table_2,Saves | Robert Suarez | San Diego | 40
2025,National League,table_2,Shutouts | Andrew Abbott | Cincinnati | 1
2025,National League,table_2,Erick Fedde | St. Louis | 1
2025,National League,table_2,Sonny Gray | St. Louis | 1
2025,National League,table_2,Hunter Greene | Cincinnati | 1
2025,National League,table_2,Michael King | San Diego | 1
2025,National League,table_2,Stephen Kolek | San Diego | 1
2025,National League,table_2,Nick Lodolo | Cincinnati | 1
2025,National League,table_2,David Peterson | New York | 1
2025,National League,table_2,Strikeouts | Logan Webb | San Francisco | 224
2025,National League,table_2,Winning Percentage | Freddy Peralta | Milwaukee | .739
2025,National League,table_2,Wins | Freddy Peralta | Milwaukee | 17
