year,league,category,text
1905,National League,table_2,Complete Games | Irv Young | Boston | 41
1905,National League,table_2,ERA | Christy Mathewson | New York | 1.28
1905,National League,table_2,Games | Joe McGinnity | New York | 46
1905,National League,table_2,Saves | Claud Elliott | New York | 6
1905,National League,table_2,Shutouts | Christy Mathewson | New York | 8
1905,National League,table_2,Strikeouts | Christy Mathewson | New York | 206
1905,National League,table_2,Winning Percentage | Sam Leever | Pittsburgh | .800
1905,National League,table_2,Wins | Christy Mathewson | New York | 31
1905,National League,table_5,Complete Games | Boston | 139
1905,National League,table_5,ERA | Chicago | 2.04
1905,National League,table_5,"Fewest Hits Allowed | Chicago | 1,135"
1905,National League,table_5,Fewest Home Runs Allowed | Pittsburgh | 12
1905,National League,table_5,Fewest Walks Allowed | New York | 364
1905,National League,table_5,Saves | New York | 15
1905,National League,table_5,Shutouts | Chicago | 23
1905,National League,table_5,Strikeouts | New York | 760
