year,league,category,text
2010,National League,table_2,Complete Games | Roy Hallady | Philadelphia | 9
2010,National League,table_2,ERA | Josh Johnson | Florida | 2.30
2010,National League,table_2,Games | Pedro Feliciano | New York | 92
2010,National League,table_2,Saves | Brian Wilson | San Francisco | 48
2010,National League,table_2,Shutouts | Roy Hallady | Philadelphia | 4
2010,National League,table_2,Strikeouts | Tim Lincecum | San Francisco | 231
2010,National League,table_2,Winning Percentage | Ubaldo Jimenez | Colorado | .704
2010,National League,table_2,Wins | Roy Hallady | Philadelphia | 21
