year,league,category,text
1998,American League,table_2,Complete Games | Scott Erickson | Baltimore | 11
1998,American League,table_2,ERA | Roger Clemens | Toronto | 2.65
1998,American League,table_2,Games | Sean Runyan | Detroit | 88
1998,American League,table_2,Saves | Tom Gordon | Boston | 46
1998,American League,table_2,Shutouts | David Wells | New York | 5
1998,American League,table_2,Strikeouts | Roger Clemens | Toronto | 271
1998,American League,table_2,Winning Percentage | David Wells | New York | .818
1998,American League,table_2,Wins | Roger Clemens | Toronto | 20
1998,American League,table_5,Complete Games | New York | 22
1998,American League,table_5,ERA | New York | 3.82
1998,American League,table_5,"Fewest Hits Allowed | New York | 1,357"
1998,American League,table_5,Fewest Home Runs Allowed | New York | 156
1998,American League,table_5,Fewest Walks Allowed | Minnesota | 458
1998,American League,table_5,Saves | Boston | 53
1998,American League,table_5,Shutouts | New York | 16
1998,American League,table_5,"Strikeouts | Seattle | 1,156"
